Temperature;Humidity;R_450;R_550;R_650;R_720;R_750;R_800;Efficiency
22.49080237694725;31.10797573031718;0.3093645469887248;0.6381623953671184;0.5575967026268742;0.41490841622195374;0.6186055632622576;0.13103956378311;20.804018859210935
34.01428612819832;52.514056842701486;0.2975830392575999;0.7373451177530979;0.7443458634399891;0.4787485275000172;0.237909089684133;0.24941802258490348;20.309245066196915
29.6398788362281;72.37675015258449;0.8250036644168294;0.3003743190339992;0.7081287438321272;0.7836379145617443;0.797915650683852;0.764996644071954;11.436312979950365
26.973169683940732;63.93349318457367;0.2996369598796049;0.5998992796855992;0.22311992375501896;0.3720035088479138;0.5904929912553932;0.7134146850706686;23.838586073587003
18.12037280884873;68.39366887168698;0.3175597809029048;0.557396786514999;0.21939957579317915;0.7957197478497371;0.22576310684556342;0.3805141531657176;18.527083032352294
18.119890406724053;59.527002002643044;0.707518609934371;0.7662643014306169;0.31453949419593064;0.17050754478135322;0.8698704459849654;0.40144850221937;15.455882817035263
16.161672243363988;61.53659387107115;0.459791873960432;0.8248696483850084;0.3888597810728298;0.7214387497669046;0.5146923706682566;0.5268435468428636;21.3480787524296
32.3235229154987;70.95173909391916;0.721368445564145;0.10972541718190945;0.4267644651267861;0.7780381064437891;0.15831876149732402;0.10019280374810764;13.860481876024512
27.022300234864176;34.98008053155115;0.1522929260515082;0.6392159352470341;0.6437577734666762;0.245454122269871;0.6014663235320538;0.29299546883042227;20.402647555694806
29.16145155592091;49.36549781858843;0.4900569549387075;0.14146863929578324;0.14534434573266833;0.4442772258977604;0.3025591256102482;0.2665854468865716;10.595668113583708
15.411689885916049;33.27256650917613;0.1268908801466261;0.5390869320618847;0.12773816338085311;0.2323998197309245;0.742954761501842;0.3003863573998108;22.59112056413908
34.39819704323989;79.26008047979883;0.15012256276428362;0.33010618323494256;0.4135284503551272;0.6652833031953742;0.7542576588529525;0.7447246740267531;16.722562705319778
31.648852816008436;76.64356038119679;0.8251499626755288;0.34542127961771296;0.6577309537103844;0.5282782144493254;0.8831578846837295;0.32373908523715456;19.550393715369125
19.246782213565524;22.365608682110356;0.21139629689407613;0.3823668027618853;0.2547482743651861;0.6082586773666568;0.501495624819603;0.25321705764011854;13.318567297100255
18.636499344142013;62.33451035094131;0.5259365458201737;0.5970339592396882;0.6132035850050014;0.25718957356496897;0.4639655037821897;0.5034107686344252;20.156105689876718
18.668090197068675;75.51489904493995;0.4288764820805653;0.3672399725350154;0.30786251035223955;0.26939668964193564;0.7027804843571845;0.7925160290981855;21.58360413839915
21.084844859190753;30.83452070764001;0.3778746610070741;0.6861592404722243;0.8088688870508131;0.1331978604079251;0.20597652507354125;0.29307976306999994;17.098197803265982
25.495128632644757;54.07671383315777;0.819866676549818;0.42362190845909575;0.8165519554132933;0.35765402815658376;0.5375324110344993;0.16282899423423897;19.265903860926915
23.638900372842315;74.92929785528251;0.1174587174203916;0.1546825602479669;0.3378297634250612;0.54779572906694;0.5369980801046808;0.38512378867973174;16.844888857335977
20.824582803960837;22.03675871514793;0.6310317489404713;0.7270078739872858;0.28399500317059245;0.7863479311978631;0.17157849824830979;0.6981214596519822;23.411370538867683
27.237057894447588;61.84521603481039;0.8707155473708403;0.3286066596741648;0.42904317765298505;0.6335419579669446;0.4343872684055309;0.5405524357558357;17.468037707714785
17.789877213040835;37.840940442353045;0.5481345467694736;0.44621350367941015;0.29242526814411895;0.4483170587198012;0.7826278388537616;0.753434695659478;22.627130635432284
20.842892970704362;75.46377172259182;0.8494579696264735;0.6483551065775213;0.6379070746333629;0.8624960915153103;0.7849228975957282;0.8676737180873871;22.02028087405373
22.327236865873836;78.26349470992207;0.14180630342881903;0.36596492571896966;0.7608517476386284;0.6753961604606655;0.17939013193574482;0.7341299814012937;16.15757232022535
24.12139968434072;76.65598934680604;0.43503465525932916;0.14526852491737252;0.6384737047289736;0.8441321622900401;0.1725767061982647;0.5830424630750027;13.451267377862125
30.703519227860273;48.45285299944783;0.3081262327696409;0.39913683761025087;0.7594803577994796;0.5220703786177325;0.31015638160154824;0.49467327044190446;16.091231988396565
18.993475643167194;71.72255905935882;0.6846567719845839;0.8555588661554427;0.4175937297659793;0.3071234198345117;0.7998128500431948;0.13205526907861334;22.393260636628302
25.284688768272233;70.67296391210422;0.8850376723977974;0.6133875178388466;0.2250535765670887;0.1422613490917776;0.20312206805879918;0.887457583051233;13.414488037290885
26.848291377240848;39.146028394595334;0.30522404995539826;0.6371833189337656;0.6903607579180737;0.6808678811870804;0.675997442101957;0.40678489806003404;17.86654518786624
15.929008254399955;69.73492844904064;0.6233396811792595;0.6058257229101118;0.3883796041132431;0.1970423984044273;0.1809324956904826;0.22178257113349345;22.091451219411212
27.150897038028766;22.220458082929557;0.2584781062077921;0.2591937111675494;0.637016660183306;0.34222010261757374;0.5985102829982604;0.6333670843171654;15.302162126925682
18.41048247374583;55.77619270892318;0.5522642036572879;0.4346670912818241;0.31651515358541255;0.5259767263071179;0.3848538392953159;0.3274306312763675;19.63314455504046
16.30103185970559;33.80053023726218;0.471145989350669;0.7007518386906546;0.16498370784533814;0.5515332702237982;0.7311311703726936;0.5686226167448382;13.684473610732217
33.977710745066666;27.234013146636727;0.8776042637052297;0.18109831804252732;0.8940654363902107;0.5804665575897089;0.28695235906029093;0.569414326275673;11.639191680522398
34.31264066149119;24.61719209775255;0.5868218181571733;0.32228222087176983;0.22496120634447944;0.2330042642797605;0.6113614635119679;0.4565838567222954;21.915763376392846
31.16794696232922;61.777326552688386;0.37960509766945505;0.3210552867726829;0.8907367951707849;0.40378992385731904;0.28854602766070797;0.7688948924360341;11.484529351130602
21.092275383467413;40.39249782608397;0.19127662791034672;0.4456151420756048;0.8818239460531578;0.5937553816935733;0.6709282264897231;0.31197364924435445;14.070720926193768
16.95344228012768;63.48600629172569;0.22099746298794765;0.8842949927537481;0.7350544831264317;0.8758550917070278;0.798942427648599;0.4589060732941873;22.826641329961603
