Y,X1,X2,X3,X4,X5,X6,X7,X8,X9,X10
98.64405514,9.99998,0.006666222,0.048780535,0.002666664,-3.397940009,0.749889008,1,-33.64606675,20.04519909,190.4109584
98.69195505,9.999955,0.0099985,0.048780595,0.003999991,-3.22184875,0.964226776,1,-31.88515416,19.65704381,191.141643
98.72640282,9.99992,0.013329778,0.048780678,0.005333313,-3.096910013,1.04063544,1,-30.6357668,19.86777132,191.2018606
98.75325706,9.999875,0.016659723,0.048780785,0.006666626,-3,1.076720861,1,-29.66666667,19.87990631,190.5070128
98.77516891,9.999820001,0.019988002,0.048780916,0.00799993,-2.920818754,0.953218222,1,-28.87485421,20.03020869,191.4317132
98.7935701,9.999755001,0.023939282,0.048781071,0.009333222,-2.853871964,1.134885454,1,-28.20538631,20.00827616,191.1483889
98.80932411,9.999680002,0.026638231,0.048781249,0.0106665,-2.795880017,1.136058944,1,-27.62546684,19.95869403,191.2100314
98.82299283,9.999595003,0.030334516,0.048781452,0.011999763,-2.744727495,1.373534629,1,-27.11394162,19.63964653,190.7582771
98.83496289,9.999500004,0.033277806,0.048781678,0.013333008,-2.698970004,0.983906139,1,-26.65636671,19.94202855,191.2598053
98.845512,9.999395006,0.036967767,0.048781927,0.014666233,-2.657577319,0.739071534,1,-26.24243986,20.09840982,191.5891329
98.85484656,9.999280009,0.039904069,0.048782201,0.015999438,-2.619788758,1.01301388,1,-25.86455425,20.09309156,191.2954423
98.86312414,9.999155012,0.044336381,0.048782499,0.017332618,-2.585026652,0.931546961,1,-25.51693319,19.78487464,191.4339017
98.87046793,9.999020016,0.048014372,0.04878282,0.018665773,-2.552841969,1.319314298,1,-25.19508635,19.84904636,191.4599978
98.87697609,9.998875021,0.049812711,0.048783165,0.019998901,-2.522878745,1.010235281,1,-24.89545412,19.92331667,190.713
98.88272809,9.998720027,0.053106069,0.048783534,0.021332,-2.494850022,0.887504976,1,-24.61516688,20.24623706,190.5466359
98.88778926,9.998555035,0.057894116,0.048783926,0.022665067,-2.468521083,1.006618035,1,-24.3518775,20.04971925,190.8540124
98.89221391,9.998380044,0.061176524,0.048784343,0.023998102,-2.443697499,0.838820835,1,-24.10364166,20.31857263,191.6163691
98.8960477,9.998195054,0.065202965,0.048784783,0.025331101,-2.420216403,0.949742051,1,-23.8688307,20.0582908,190.8326604
98.89932947,9.998000067,0.06622311,0.048785247,0.026664063,-2.397940009,0.761052005,1,-23.64606675,19.67677245,191.3463029
98.90209243,9.997795081,0.070986633,0.048785735,0.027996985,-2.37675071,0.896077296,1,-23.43417376,19.91216215,191.3705537
98.9043653,9.997580098,0.074493208,0.048786247,0.029329867,-2.356547324,0.659259033,1,-23.2321399,20.4381648,190.9720641
98.90617299,9.997355117,0.076992508,0.048786782,0.030662706,-2.337242168,0.860556691,1,-23.03908835,20.13246782,190.9582641
98.90753736,9.997120138,0.079234209,0.048787342,0.0319955,-2.318758763,0.981010632,1,-22.85425429,20.06011496,190.9638984
98.90847764,9.996875163,0.082467986,0.048787925,0.033328247,-2.301029996,0.998864138,1,-22.67696662,20.03458924,190.8979956
98.90901081,9.99662019,0.088443517,0.048788532,0.034660946,-2.283996656,1.250001761,1,-22.50663323,19.96168385,190.9790948
98.90915201,9.996355221,0.089285479,0.048789162,0.035993593,-2.26760624,1.061952945,1,-22.34272907,20.04951159,190.4072065
98.90891478,9.996080256,0.09361855,0.048789817,0.037326188,-2.251811973,1.354420306,1,-22.1847864,20.39180796,190.2257099
98.90831123,9.995795295,0.097067408,0.048790495,0.038658728,-2.236572006,0.936270963,1,-22.03238673,19.93290173,191.670576
98.90735224,9.995500337,0.098506736,0.048791197,0.039991212,-2.22184875,0.81356121,1,-21.88515416,19.64681073,191.6870531
98.90604777,9.995195385,0.104561212,0.048791923,0.041323636,-2.207608311,1.122448859,1,-21.74274977,20.17215816,191.2182243
98.90440672,9.994880437,0.10685552,0.048792673,0.042656001,-2.193820026,0.772856253,1,-21.60486693,19.89186098,190.905266
98.90243725,9.994555494,0.108389343,0.048793447,0.043988303,-2.180456064,0.894825762,1,-21.47122731,20.08561737,190.5579055
98.90014682,9.994220557,0.112662364,0.048794244,0.04532054,-2.167491087,1.122895826,1,-21.34157754,19.96053833,191.4526241
98.89754223,9.993875625,0.114924269,0.048795065,0.046652711,-2.15490196,1.03259174,1,-21.21568627,19.96013348,191.8100495
98.89462975,9.9935207,0.118924744,0.04879591,0.047984814,-2.142667504,0.785167031,1,-21.0933417,20.31486178,191.3245653
98.89141512,9.993155781,0.124288477,0.048796779,0.049316846,-2.13076828,1.013338357,1,-20.97434947,19.93965065,190.6484941
98.88790365,9.992780869,0.125890156,0.048797672,0.050648807,-2.119186408,0.741178818,1,-20.85853074,19.77607861,191.411816
98.88410026,9.992395964,0.127854472,0.048798589,0.051980693,-2.107905397,1.522072192,1,-20.74572064,19.91586304,191.1252151
98.88000948,9.992001067,0.129806114,0.048799529,0.053312503,-2.096910013,0.873355777,1,-20.6357668,20.14436882,190.7653498
98.87563552,9.991596177,0.136494776,0.048800493,0.054644234,-2.086186148,0.896984777,1,-20.52852814,20.10372084,191.0767474
98.87098233,9.991181296,0.137420151,0.048801481,0.055975886,-2.075720714,0.977251045,1,-20.42387381,19.91888257,191.316386
98.86605357,9.990756424,0.142581934,0.048802493,0.057307456,-2.065501549,1.128176852,1,-20.32168215,20.1102098,190.3023705
98.86085266,9.990321562,0.146479822,0.048803529,0.058638942,-2.055517328,1.43694775,1,-20.22183995,20.39052399,191.12601
98.85538273,9.989876708,0.148738511,0.048804588,0.059970342,-2.045757491,0.959664913,1,-20.12424157,20.08568308,191.1486663
98.84964685,9.989421865,0.148982702,0.048805672,0.061301654,-2.036212173,0.939936884,1,-20.02878839,19.66048022,191.1275303
98.8436478,9.988957033,0.152712095,0.048806779,0.062632876,-2.026872146,1.190288784,1,-19.93538813,19.850591,191.447131
98.8373882,9.988482212,0.153926392,0.04880791,0.063964006,-2.017728767,0.758449646,1,-19.84395434,20.00733929,190.829075
98.83087053,9.987997402,0.158375296,0.048809065,0.065295043,-2.008773924,1.345986811,1,-19.75440591,19.98456885,191.8638598
98.82409714,9.987502604,0.159808513,0.048810244,0.066625985,-2,0.848136818,1,-19.66666667,19.98894411,190.3741256
98.81707024,9.986997819,0.164225749,0.048811447,0.067956828,-1.991399828,1.139571211,1,-19.58066495,19.92592346,190.0141547
98.80979187,9.986483046,0.171626713,0.048812673,0.069287572,-1.982966661,1.501768548,1,-19.49633327,19.93591406,190.1828508
98.80226403,9.985958287,0.168761114,0.048813923,0.070618215,-1.974694135,0.999137928,1,-19.41360801,20.02999955,190.0072277
98.79448862,9.985423543,0.175128664,0.048815198,0.071948754,-1.966576245,1.169737724,1,-19.33242911,19.53592905,190.8033543
98.78646733,9.984878812,0.177354076,0.048816496,0.073279188,-1.958607315,0.262531969,1,-19.25273982,19.6891949,191.0444944
98.77820188,9.984324097,0.182062066,0.048817818,0.074609514,-1.950781977,1.286752249,1,-19.17448644,19.83194717,190.7289216
98.76969388,9.983759398,0.18212735,0.048819164,0.075939731,-1.943095149,1.239578028,1,-19.09761815,20.02756843,191.3357081
98.7609448,9.983184715,0.184424646,0.048820533,0.077269837,-1.935542011,1.127727202,1,-19.02208677,20.07197422,191.3665771
98.7519561,9.982600048,0.188953674,0.048821927,0.07859983,-1.928117993,0.813540283,1,-18.94784659,20.24411346,191.9768464
98.74272917,9.982005399,0.188214158,0.048823344,0.079929707,-1.920818754,0.734057995,1,-18.87485421,19.72435424,191.0635607
98.73326532,9.981400768,0.19708082,0.048824786,0.081259468,-1.913640169,0.589002094,1,-18.80306836,20.26190587,191.9197192
98.72356578,9.980786156,0.200428387,0.048826251,0.082589109,-1.906578315,0.996002123,1,-18.73244982,19.84266993,191.0412968
98.71363177,9.980161563,0.197881586,0.04882774,0.08391863,-1.899629455,1.094902833,1,-18.66296122,19.58483387,191.2924334
98.70346442,9.97952699,0.205065147,0.048829253,0.085248027,-1.89279003,0.766772713,1,-18.59456697,20.24046681,190.8101106
98.69306482,9.978882437,0.206103802,0.04883079,0.0865773,-1.886056648,0.84481977,1,-18.52723314,19.89191084,190.9470246
98.68243401,9.978227905,0.208872284,0.04883235,0.087906446,-1.879426069,1.018015989,1,-18.46092735,19.97251861,190.808961
98.67157304,9.977563395,0.213370329,0.048833935,0.089235463,-1.872895202,0.97167414,1,-18.39561868,20.23831578,191.3948253
98.66048286,9.976888908,0.211097675,0.048835544,0.090564349,-1.866461092,1.147652492,1,-18.33127758,19.71444391,190.1210243
98.64916435,9.976204443,0.218929061,0.048837176,0.091893103,-1.860120914,1.134333315,1,-18.2678758,20.10664488,190.268989
98.63761847,9.975510003,0.219739229,0.048838832,0.093221722,-1.853871964,1.166745913,1,-18.20538631,19.81763764,191.2714455
98.62584603,9.974805586,0.222027924,0.048840513,0.094550205,-1.847711656,1.039749563,1,-18.14378322,20.01806477,190.3407128
98.6138479,9.974091196,0.225794891,0.048842217,0.095878549,-1.841637508,0.92289009,1,-18.08304175,19.97523054,191.7498012
98.60162481,9.97336683,0.231039878,0.048843945,0.097206753,-1.835647144,0.943633419,1,-18.02313811,19.81130615,190.4330515
98.5891776,9.972632492,0.228512637,0.048845697,0.098534814,-1.829738285,0.977792687,1,-17.96404951,20.00417073,190.3486502
98.57650697,9.971888181,0.22721292,0.048847473,0.099862731,-1.823908741,1.422879592,1,-17.90575408,20.33036572,190.7938672
98.56361364,9.971133898,0.236640482,0.048849273,0.101190502,-1.818156412,1.102491021,1,-17.84823079,20.10848574,190.9035318
98.55049829,9.970369644,0.23792008,0.048851096,0.102518124,-1.812479279,1.018250845,1,-17.79145946,20.1333678,191.3756468
98.53716162,9.96959542,0.240426473,0.048852944,0.103845597,-1.806875402,0.978715325,1,-17.73542068,19.78428368,191.6570931
98.52360425,9.968811226,0.244159424,0.048854816,0.105172917,-1.801342913,1.345985724,1,-17.6800958,20.25527583,191.1803622
98.5098268,9.968017063,0.239118697,0.048856711,0.106500083,-1.795880017,1.053563341,1,-17.62546684,19.97326907,191.0708819
98.49582989,9.967212932,0.245179058,0.048858631,0.107827094,-1.790484985,1.322649434,1,-17.57151652,20.08385087,191.1080885
98.4816141,9.966398834,0.252465277,0.048860574,0.109153946,-1.785156152,1.508200036,1,-17.51822819,20.69841341,191.4058164
98.46718002,9.96557477,0.250602124,0.048862542,0.110480638,-1.779891912,0.871619045,1,-17.46558579,20.51173496,191.1167123
98.45252816,9.96474074,0.249714373,0.048864533,0.111807169,-1.774690718,1.219928145,1,-17.41357385,19.99202577,191.0587237
98.43765908,9.963896745,0.260426802,0.048866548,0.113133536,-1.769551079,1.181869797,1,-17.36217745,19.96820057,190.7341994
98.42257331,9.963042786,0.261614188,0.048868588,0.114459737,-1.764471553,1.075865372,1,-17.3113822,20.59441788,191.5748399
98.40727135,9.962178865,0.263776312,0.048870651,0.11578577,-1.759450752,1.223633156,1,-17.26117418,20.38299502,191.2855446
98.39175368,9.961304981,0.26691296,0.048872738,0.117111634,-1.754487332,1.433958734,1,-17.21153999,19.91535002,191.4210771
98.3760208,9.960421136,0.259898916,0.048874849,0.118437327,-1.749579998,0.975960491,1,-17.16246664,19.79725108,190.5151713
98.36007314,9.95952733,0.26485897,0.048876984,0.119762845,-1.744727495,1.179956463,1,-17.11394162,20.09156128,191.5049085
98.34391121,9.958623565,0.270792913,0.048879144,0.121088189,-1.739928612,1.380538567,1,-17.06595279,19.62532081,190.4358811
98.32753541,9.957709841,0.26620054,0.048881327,0.122413355,-1.735182177,1.136535655,1,-17.01848844,20.0031126,191.1436374
98.31094619,9.95678616,0.273956647,0.048883534,0.123738342,-1.730487056,0.872787197,1,-16.97153722,20.51113344,190.1223527
98.29414397,9.955852522,0.270936033,0.048885765,0.125063148,-1.725842151,1.353219928,1,-16.92508817,20.45177849,190.3487059
98.27712916,9.954908928,0.280513502,0.04888802,0.12638777,-1.721246399,0.83854579,1,-16.87913066,20.02602797,190.7057463
98.25990216,9.953955379,0.279063856,0.048890299,0.127712207,-1.716698771,1.262168397,1,-16.83365438,19.86078184,190.8767957
98.24246336,9.952991876,0.278336904,0.048892602,0.129036458,-1.71219827,1.074460515,1,-16.78864937,19.9630897,191.4157026
98.22481316,9.95201842,0.278332457,0.04889493,0.130360519,-1.707743929,1.749403245,1,-16.74410595,20.03710591,190.7898202
98.20695192,9.951035012,0.279050326,0.048897281,0.131684389,-1.70333481,0.586356494,1,-16.70001476,20.26955941,190.5154903
98.18888002,9.950041653,0.280490328,0.048899656,0.133008067,-1.698970004,0.127696718,1,-16.65636671,19.60758163,190.8825123
98.17059781,9.949038344,0.282652282,0.048902055,0.134331549,-1.694648631,1.259940335,1,-16.61315297,20.41854595,190.3537713
98.15210566,9.948025086,0.285536007,0.048904478,0.135654835,-1.690369833,1.621241253,1,-16.57036499,20.03012587,191.6553963
98.1334039,9.94700188,0.28914133,0.048906926,0.136977923,-1.68613278,0.879375065,1,-16.52799446,19.85770025,191.3889352
98.11449288,9.945968727,0.293468076,0.048909397,0.138300809,-1.681936665,1.15839132,1,-16.48603332,19.37942101,190.7410395
98.0953729,9.944925627,0.298516075,0.048911892,0.139623493,-1.677780705,0.942290335,1,-16.44447372,20.16740673,190.8759306
98.07604437,9.943872584,0.291035161,0.048914412,0.140945973,-1.673664139,1.01254443,1,-16.40330806,20.32973192,190.5848412
98.05650752,9.942809596,0.297400168,0.048916955,0.142268246,-1.669586227,1.111437606,1,-16.36252893,19.97792091,190.8252829
98.03676271,9.941736665,0.304485936,0.048919523,0.143590311,-1.665546249,1.145047718,1,-16.32212916,19.88351868,190.7458121
98.01681024,9.940653793,0.298667305,0.048922114,0.144912166,-1.661543506,0.807336387,1,-16.28210173,20.20004674,190.6547509
97.99665043,9.93956098,0.30706912,0.04892473,0.146233808,-1.657577319,1.1217138,1,-16.24243986,19.48194548,191.2325603
97.97628355,9.938458227,0.302316229,0.04892737,0.147555236,-1.653647026,1.350008512,1,-16.20313692,20.29261457,191.6270885
97.95570992,9.937345536,0.312033481,0.048930033,0.148876448,-1.649751982,0.609800592,1,-16.16418648,20.05479582,191.8002874
97.93492981,9.936222907,0.30834573,0.048932721,0.150197442,-1.645891561,1.126532495,1,-16.12558228,20.33705663,191.6928964
97.91394355,9.935090343,0.305127832,0.048935433,0.151518216,-1.642065153,0.862671129,1,-16.0873182,20.17571425,190.3895973
97.89275137,9.933947843,0.316754647,0.048938169,0.152838768,-1.638272164,0.966615296,1,-16.04938831,19.93907829,191.3882943
